"類別","日文","發音","英文翻譯","中文","例句"
"Lesson 8","桜","さくら","Cherry (blossom)","櫻花","桜はきれいです。"
"Lesson 8","山","やま","Mountain","山","富士山は高い山です。"
"Lesson 8","町","まち","Town","城鎮、市區","この町はにぎやかです。"
"Lesson 8","食べ物","たべもの","Food","食物","日本の食べ物はおいしいです。"
"Lesson 8","車","くるま","Car, vehicle","車子","あの車は新しいです。"
"Lesson 8","所","ところ","Place","地方、場所","あそこはきれいな所です。"
"Lesson 8","寮","りょう","Dormitory","宿舍","寮は静かです。"
"Lesson 8","勉強","べんきょう","Study","學習、讀書","日本語の勉強は楽しいです。"
"Lesson 8","生活","せいかつ","Life","生活","日本の生活はどうですか。"
"Lesson 8","「お」仕事","「お」しごと","Work, business","工作","お仕事はどうですか。"
"Lesson 8","どう","どう","How","如何、怎麼樣","日本の生活はどうですか。"
"Lesson 8","どんな～","どんな～","What kind of ~","什麼樣的～","どんな映画が好きですか。"
"Lesson 8","緑","みどり","Green","綠色","この公園は緑がきれいです。"
"Lesson 8","紫","むらさき","Purple","紫色","あの花は紫です。"
"Lesson 8","黄色い","きいろい","Yellow","黃色的","この花は黄色いです。"
"Lesson 8","茶色い","ちゃいろい","Brown","棕色的","このかばんは茶色いです。"
"Lesson 8","味","あじ","Taste","味道","この料理の味はどうですか。"
"Lesson 8","甘い","あまい","Sweet (taste)","甜的","このケーキは甘いです。"
"Lesson 8","辛い","からい","Hot (taste)","辣的","この料理は辛いです。"
"Lesson 8","苦い","にがい","Bitter (taste)","苦的","このお茶は苦いです。"
"Lesson 8","塩辛い","しおからい","Salty (taste)","鹹的","この料理は塩辛いです。"
"Lesson 8","酸っぱい","すっぱい","Sour (taste)","酸的","このみかんは酸っぱいです。"
"Lesson 8","濃い","こい","Thick, strong (in taste)","濃的","このコーヒーは濃いです。"
"Lesson 8","薄い","うすい","Thin, weak (in taste)","淡的","このお茶は薄いです。"
"Lesson 9","わかります","わかります","Understand","明白、懂","日本語がわかりますか。"
"Lesson 9","好き「な」","すき「な」","Like","喜歡","わたしは音楽が好きです。"
"Lesson 9","嫌い「な」","きらい「な」","Dislike","討厭、不喜歡","わたしは辛い料理が嫌いです。"
"Lesson 9","上手「な」","じょうず「な」","Good at","擅長","ミラーさんは日本語が上手です。"
"Lesson 9","下手「な」","へた「な」","Bad at","不擅長","わたしは料理が下手です。"
"Lesson 9","料理","りょうり","Dish (cooked food), Cooking","料理、烹飪","日本料理が好きです。"
"Lesson 9","飲み物","のみもの","Drinks","飲料","好きな飲み物は何ですか。"
"Lesson 9","野球","やきゅう","Baseball","棒球","野球が好きですか。"
"Lesson 9","音楽","おんがく","Music","音樂","わたしは音楽が好きです。"
"Lesson 9","歌","うた","Song","歌曲","日本の歌が好きです。"
"Lesson 9","絵","え","Picture, Drawing","畫、圖畫","この絵はきれいです。"
"Lesson 9","字","じ","Letter, Character","文字、字","日本語の字は難しいです。"
"Lesson 9","漢字","かんじ","Chinese character","漢字","漢字がわかりますか。"
"Lesson 9","細かいお金","こまかいおかね","Small Change","零錢","細かいお金がありますか。"
"Lesson 9","時間","じかん","Time","時間","今、時間がありますか。"
"Lesson 9","用事","ようじ","Something to do, errand","事情、要事","今日は用事があります。"
"Lesson 9","約束","やくそく","Appointment, promise","約定、承諾","友達と約束があります。"
"Lesson 9","ご主人","ごしゅじん","(Someone else's) Husband","（別人的）丈夫","ご主人はお元気ですか。"
"Lesson 9","夫/主人","おっと/しゅじん","(my) Husband","（我的）丈夫","夫は会社員です。"
"Lesson 9","奥さん","おくさん","(someone else's) Wife","（別人的）太太","奥さんはお元気ですか。"
"Lesson 9","妻/家内","つま/かない","(my) Wife","（我的）太太","妻は先生です。"
"Lesson 9","子ども","こども","Child","孩子","子どもが二人います。"
"Lesson 9","よく","よく","Well, much","經常、很好地","わたしはよく映画を見ます。"
"Lesson 9","だいたい","だいたい","Mostly, roughly","大致上、大概","だいたいわかります。"
"Lesson 9","たくさん","たくさん","Many, much","很多","友達がたくさんいます。"
"Lesson 9","少し","すこし","A little, a few","一點點、少許","日本語が少しわかります。"
"Lesson 9","全然","ぜんぜん","Not at all (used with negatives)","完全（不）","漢字が全然わかりません。"
"Lesson 9","早く","はやく","Early, quickly, fast","早、快","早く起きます。"
"Lesson 9","どうして","どうして","Why","為什麼","どうして日本語を勉強しますか。"
"Lesson 9","残念です「ね」","ざんねんです「ね」","I'm sorry to hear that / that's a pity","真遺憾呢。","残念ですね。"
"Lesson 9","民謡","みんよう","Folk music","民謠","日本の民謡が好きです。"
"Lesson 9","演歌","えんか","Traditional Japanese popular songs","演歌","演歌が好きですか。"
"Lesson 9","喜劇","きげき","Comedy film","喜劇","喜劇が好きです。"
"Lesson 9","卓球","たっきゅう","Ping Pong","桌球","卓球が上手ですか。"
"Lesson 9","相撲","すもう","Sumo","相撲","相撲が好きです。"
"Lesson 9","柔道","じゅうどう","Judo","柔道","柔道が上手ですか。"
"Lesson 9","剣道","けんどう","Japanese Fencing","劍道","剣道が好きです。"
"Lesson 9","水泳","すいえい","Swimming","游泳","水泳が好きですか。"
"Lesson 10","いろいろ「な」","いろいろ「な」","Various","各式各樣的","いろいろな料理を食べます。"
"Lesson 10","男の人","おとこのひと","Man","男性、男人","あの男の人はだれですか。"
"Lesson 10","女の人","おんなのひと","Woman","女性、女人","あの女の人は先生です。"
"Lesson 10","男の子","おとこのこ","Boy","男孩","あの男の子はかわいいです。"
"Lesson 10","女の子","おんなのこ","Girl","女孩","あの女の子は元気です。"
"Lesson 10","犬","いぬ","Dog","狗","犬がいます。"
"Lesson 10","猫","ねこ","Cat","貓","猫が好きです。"
"Lesson 10","木","き","Tree","樹","庭に木があります。"
"Lesson 10","物","もの","Thing","東西、物品","これはわたしの物です。"
"Lesson 10","電池","でんち","Battery","電池","電池がありますか。"
"Lesson 10","箱","はこ","Box","箱子","箱の中に何がありますか。"
"Lesson 10","冷蔵庫","れいぞうこ","Refrigerator","冰箱","冷蔵庫の中に牛乳があります。"
"Lesson 10","棚","たな","Shelf","架子、層架","棚の上に本があります。"
"Lesson 10","窓","まど","Window","窗戶","窓の近くに机があります。"
"Lesson 10","公園","こうえん","Park","公園","公園に木があります。"
"Lesson 10","喫茶店","きっさてん","Coffee Shop","咖啡廳","喫茶店はどこですか。"
"Lesson 10","本屋","ほんや","Book Shop","書店","本屋は駅の近くです。"
"Lesson 10","乗り場","のりば","Fixed place for taxies and buses","乘車處","タクシーの乗り場はどこですか。"
"Lesson 10","県","けん","Prefecture","縣","この県はどこですか。"
"Lesson 10","上","うえ","On, above, over","上面","机の上に本があります。"
"Lesson 10","下","した","Under, below, beneath","下面","机の下にかばんがあります。"
"Lesson 10","前","まえ","Front, before","前面","駅の前に喫茶店があります。"
"Lesson 10","うしろ","うしろ","Back, Behind","後面","椅子のうしろに犬がいます。"
"Lesson 10","右","みぎ","Right","右邊","駅の右に本屋があります。"
"Lesson 10","左","ひだり","Left","左邊","駅の左に銀行があります。"
"Lesson 10","中","なか","In, inside","裡面","箱の中に何がありますか。"
"Lesson 10","外","そと","Outside","外面","外に犬がいます。"
"Lesson 10","隣","となり","Next, next door","隔壁、旁邊","銀行の隣に郵便局があります。"
"Lesson 10","近く","ちかく","Near, vicinity","附近","駅の近くに本屋があります。"
"Lesson 10","間","あいだ","Between, middle","之間","銀行と郵便局の間に喫茶店があります。"
"Lesson 10","玄関","げんかん","Entrance hall","玄關","玄関の前に犬がいます。"
"Lesson 10","風呂場","ふろば","Bathroom","浴室","風呂場はどこですか。"
"Lesson 10","洗面所","せんめんじょ","Washroom","洗臉台、盥洗室","洗面所は風呂場の隣です。"
"Lesson 10","台所","だいどころ","Kitchen","廚房","台所に母がいます。"
"Lesson 10","食堂","しょくどう","Dining room","餐廳（家中）","食堂は台所の隣です。"
"Lesson 10","居間","いま","Living room","客廳","居間にテレビがあります。"
"Lesson 10","寝室","しんしつ","Bedroom","臥室","寝室は二階です。"
"Lesson 10","廊下","ろうか","Hallway","走廊","廊下の右に洗面所があります。"
"Lesson 11","います","います","Have (a child), Stay, be","有（人）、在","子どもが二人います。"
"Lesson 11","かかります","かかります","Take (referring to time or money)","花費（時間或金錢）","駅まで十分かかります。"
"Lesson 11","休みます","やすみます","Take a day off","請假","今日は会社を休みます。"
"Lesson 11","一つ","ひとつ","One (universal counting of one)","一個","りんごを一つください。"
